RowId,Country,Region,CustID,CustName,ProductSold,SalesChannel,UnitsSold,DateSold,ProductID,ProductName,StdCost,StdPrice
455,Mali,Sub-Saharan Africa,23629,Serina Hall,SUPA104,Direct,79,12/03/2018,SUPA104,Super Soft - 1 Litre,5,9.99
456,Unknown,Unknown,24252,Wynne Poole,PURA250,Retail,170,12/03/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
457,Canada,North America,23486,Rajah Castillo,PURA200,Retail,148,13/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
458,Unknown,Unknown,23535,Mia Ferguson,SUPA104,Retail,159,14/03/2018,SUPA104,Super Soft - 1 Litre,5,9.99
459,Unknown,Unknown,23614,Shay Larson,PURA100,Online,172,14/03/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
460,Unknown,Unknown,23617,Noelle Rasmussen,SUPA104,Retail,191,14/03/2018,SUPA104,Super Soft - 1 Litre,5,9.99
461,Mauritius ,Sub-Saharan Africa,24100,Lareina Barton,SUPA102,Online,177,14/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
462,Unknown,Unknown,23319,Sylvester Roy,SUPA101,Online,4,15/03/2018,SUPA101,Super Soft - Product Sample,0.3,0
463,Cape Verde,Sub-Saharan Africa,23374,Ebony Mercer,PURA200,Online,57,15/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
464,Belize,Central America and the C,23658,Raymond Noel,SUPA102,Online,88,15/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
465,Finland,Europe,23270,Wanda Garza,PURA500,Retail,76,16/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
466,Palau,Australia and Oceania,23355,Victoria Solis,PURA250,Online,16,16/03/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
467,Unknown,Unknown,23770,Paloma Vega,PURA500,Online,109,16/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
468,Unknown,Unknown,24112,Jermaine Wilson,SUPA103,Retail,20,16/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
473,Azerbaijan,Middle East and North Afr,23891,Tucker Hudson,PURA500,Retail,197,17/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
474,Liberia,Sub-Saharan Africa,24117,Kirestin Whitehead,SUPA105,Retail,199,17/03/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
475,Sierra Leone,Sub-Saharan Africa,23974,Ila Webb,SUPA102,Online,156,18/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
476,Kyrgyzstan,Asia,23270,Wanda Garza,SUPA103,Online,67,19/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
477,Tuvalu,Australia and Oceania,23614,Shay Larson,PURA200,Direct,29,19/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
478,Kyrgyzstan,Asia,23910,Zena Miranda,SUPA105,Online,82,19/03/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
479,Comoros,Sub-Saharan Africa,23652,Amela Summers,PURA200,Retail,129,21/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
480,Belize,Central America and the C,23690,Rooney Wolfe,SUPA104,Direct,14,21/03/2018,SUPA104,Super Soft - 1 Litre,5,9.99
481,Unknown,Unknown,23262,Candice Levy,SUPA101,Online,117,22/03/2018,SUPA101,Super Soft - Product Sample,0.3,0
482,Poland,Europe,23886,Brielle Roberson,SUPA103,Direct,141,22/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
483,Netherlands,Europe,23947,Rebekah Farley,SUPA102,Direct,113,23/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
484,Senegal,Sub-Saharan Africa,23355,Victoria Solis,PURA200,Direct,97,24/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
485,Namibia,Sub-Saharan Africa,24206,Emerson Wilcox,PURA500,Retail,203,24/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
486,Singapore,Asia,23486,Rajah Castillo,SUPA103,Online,174,26/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
487,Panama,Central America and the C,23561,Cade Alvarado,PURA100,Online,66,26/03/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
488,Saint Lucia,Central America and the C,23488,Geoffrey Browning,PURA500,Online,41,27/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
489,Canada,North America,23658,Raymond Noel,PURA500,Retail,168,27/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
490,Eritrea,Sub-Saharan Africa,24010,Cruz Ray,SUPA102,Online,23,27/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
491,United Kingdom,Europe,24080,Clare Barnes,PURA200,Online,48,27/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
492,South Africa,Sub-Saharan Africa,23542,Kendall Harmon,SUPA102,Direct,123,28/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
493,Mauritius ,Sub-Saharan Africa,23561,Cade Alvarado,PURA200,Online,184,28/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
494,Slovenia,Europe,23326,Katelyn Joseph,SUPA102,Online,126,29/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
495,Madagascar,Sub-Saharan Africa,23684,Kieran Charles,PURA200,Direct,131,29/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
496,Vanuatu,Australia and Oceania,23972,Brent Cabrera,SUPA102,Online,192,29/03/2018,SUPA102,Super Soft - 250ml,2.5,4.5
497,South Africa,Sub-Saharan Africa,23265,Uriel Benton,SUPA104,Online,14,30/03/2018,SUPA104,Super Soft - 1 Litre,5,9.99
498,Luxembourg,Europe,23468,Maxwell Hoffman,SUPA105,Online,12,30/03/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
499,San Marino,Europe,23577,Harper Zimmerman,SUPA101,Retail,62,30/03/2018,SUPA101,Super Soft - Product Sample,0.3,0
500,Lebanon,Middle East and North Afr,23887,Adam Blackburn,PURA200,Retail,201,30/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
501,Unknown,Unknown,23525,Sara Beck,PURA500,Online,167,31/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
502,Unknown,Unknown,23684,Kieran Charles,PURA500,Retail,103,31/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
503,Cyprus,Europe,23486,Rajah Castillo,PURA500,Retail,133,02/04/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
504,Nicaragua,Central America and the C,23969,Buffy Moore,PURA100,Retail,124,02/04/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
505,Latvia,Europe,23316,Robert Juarez,PURA250,Online,73,03/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
506,New Zealand,Australia and Oceania,23871,Maggie Howard,PURA250,Direct,152,03/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
507,Guinea,Sub-Saharan Africa,23884,Arden Atkinson,SUPA103,Online,109,03/04/2018,SUPA103,Super Soft - 500ml,3.5,6.99
508,Vanuatu,Australia and Oceania,24154,Sara Chaney,SUPA102,Online,54,04/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
509,Turkey,Middle East and North Afr,23445,Macy Stafford,SUPA102,Retail,163,05/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
510,Azerbaijan,Middle East and North Afr,23468,Maxwell Hoffman,SUPA103,Retail,184,05/04/2018,SUPA103,Super Soft - 500ml,3.5,6.99
512,Nepal,Asia,23483,Boris Maynard,SUPA101,Direct,122,05/04/2018,SUPA101,Super Soft - Product Sample,0.3,0
513,Oman,Middle East and North Afr,23799,Yuli Jacobson,SUPA103,Online,64,05/04/2018,SUPA103,Super Soft - 500ml,3.5,6.99
514,Unknown,Unknown,23834,Hope Mcbride,SUPA102,Retail,23,05/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
515,Gabon,Sub-Saharan Africa,23478,Keelie Johns,SUPA102,Online,173,06/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
516,Sao Tome and Principe,Sub-Saharan Africa,23484,Vaughan Bender,PURA100,Online,174,06/04/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
517,United Arab Emirates,Middle East and North Afr,23636,Carol Mckenzie,PURA500,Retail,56,07/04/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
518,Namibia,Sub-Saharan Africa,23674,Dara Burch,SUPA102,Online,120,07/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
519,Fiji,Australia and Oceania,23681,Bruno Durham,SUPA101,Online,24,08/04/2018,SUPA101,Super Soft - Product Sample,0.3,0
520,Unknown,Unknown,23719,Hall Callahan,SUPA105,Direct,183,08/04/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
521,Oman,Middle East and North Afr,23355,Victoria Solis,PURA250,Direct,81,09/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
522,Denmark,Europe,23731,Aurelia Jennings,PURA100,Online,104,09/04/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
523,Spain,Europe,23670,Davis Kennedy,SUPA104,Direct,192,10/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
524,Burkina Faso,Sub-Saharan Africa,23324,Noble Warner,SUPA104,Retail,193,11/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
525,Unknown,Unknown,23351,Nyssa Quinn,PURA200,Online,151,11/04/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
526,Madagascar,Sub-Saharan Africa,23354,Gwendolyn Mccarty,SUPA103,Retail,84,11/04/2018,SUPA103,Super Soft - 500ml,3.5,6.99
527,Ireland,Europe,23676,Ralph Carroll,PURA200,Direct,140,11/04/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
528,Japan,Asia,23687,Leroy Valdez,SUPA105,Retail,130,11/04/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
529,Vanuatu,Australia and Oceania,23283,Lani Sweet,SUPA105,Retail,142,12/04/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
530,Bahrain,Middle East and North Afr,23694,Sybill Rivers,SUPA102,Online,25,12/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
531,Germany,Europe,24204,Jacob Oconnor,SUPA105,Online,80,13/04/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
532,Qatar,Middle East and North Afr,23633,Azalia Ramos,PURA250,Online,61,14/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
533,Unknown,Unknown,23437,Gillian Santiago,PURA100,Retail,15,15/04/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
534,Unknown,Unknown,23356,Colette Sargent,PURA200,Direct,80,16/04/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
535,Albania,Europe,23710,Alexa Byrd,PURA250,Online,9,16/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
536,Eritrea,Sub-Saharan Africa,23802,Bruce French,SUPA103,Retail,49,16/04/2018,SUPA103,Super Soft - 500ml,3.5,6.99
537,Unknown,Unknown,24013,Sylvester Lopez,SUPA104,Online,68,16/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
538,Bangladesh,Asia,23343,Josiah Yates,SUPA104,Online,42,17/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
539,Australia,Australia and Oceania,23358,Joel Rivers,SUPA104,Online,41,19/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
540,Pakistan,Middle East and North Afr,23973,Kennan Winters,PURA100,Online,142,19/04/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
541,Croatia,Europe,24016,Megan Clemons,SUPA101,Online,63,19/04/2018,SUPA101,Super Soft - Product Sample,0.3,0
542,Andorra,Europe,23491,Oscar Clay,PURA250,Retail,19,20/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
543,Iceland,Europe,23721,Montana Vincent,PURA250,Online,194,21/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
544,Japan,Asia,24217,Keegan Moses,SUPA104,Online,159,21/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
545,Japan,Asia,23543,Celeste Ochoa,SUPA104,Retail,145,22/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
546,Liberia,Sub-Saharan Africa,23551,Graiden Avery,SUPA102,Retail,17,22/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
547,Samoa ,Australia and Oceania,23664,Sybil Barker,SUPA101,Retail,180,22/04/2018,SUPA101,Super Soft - Product Sample,0.3,0
548,Unknown,Unknown,24009,Riley Sellers,SUPA102,Retail,92,22/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
549,Guinea,Sub-Saharan Africa,24107,Herman Bryan,SUPA101,Online,29,22/04/2018,SUPA101,Super Soft - Product Sample,0.3,0
550,Moldova ,Europe,23279,Angela Wise,PURA100,Online,10,23/04/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
551,Unknown,Unknown,23500,Kimberley Daniel,SUPA105,Online,8,23/04/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
552,Singapore,Asia,23569,Donna Jacobson,PURA200,Retail,9,23/04/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
553,Bosnia and Herzegovina,Europe,23648,Bree Hammond,SUPA104,Retail,153,23/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
554,Unknown,Unknown,23504,Lysandra Erickson,PURA500,Direct,88,24/04/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
555,New Zealand,Australia and Oceania,23682,Yuri Rice,SUPA102,Direct,191,25/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
556,Unknown,Unknown,24054,Quentin Houston,SUPA104,Retail,56,25/04/2018,SUPA104,Super Soft - 1 Litre,5,9.99
557,Qatar,Middle East and North Afr,23267,Vance Campos,SUPA105,Retail,128,26/04/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
558,Unknown,Unknown,23420,Joseph Potts,SUPA102,Online,57,26/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
559,Unknown,Unknown,23316,Robert Juarez,PURA200,Retail,137,27/04/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
560,Greece,Europe,23481,Gray Ortega,SUPA102,Retail,138,27/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
561,Unknown,Unknown,23735,Gemma Bradford,PURA500,Online,66,27/04/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
562,Pakistan,Middle East and North Afr,23767,Daryl Riddle,PURA250,Retail,83,27/04/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
563,El Salvador,Central America and the C,23821,Thaddeus Vinson,SUPA103,Retail,40,27/04/2018,SUPA103,Super Soft - 500ml,3.5,6.99
564,Vanuatu,Australia and Oceania,23672,Callie Cervantes,SUPA102,Online,132,28/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
565,Indonesia,Asia,23370,Clark Orr,PURA100,Online,63,29/04/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
566,Sao Tome and Principe,Sub-Saharan Africa,23481,Gray Ortega,SUPA102,Retail,93,29/04/2018,SUPA102,Super Soft - 250ml,2.5,4.5
567,Nauru,Australia and Oceania,23925,Deanna Kelley,SUPA101,Online,118,29/04/2018,SUPA101,Super Soft - Product Sample,0.3,0
568,Oman,Middle East and North Afr,24058,Quentin Hill,PURA200,Online,199,29/04/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
569,El Salvador,Central America and the C,23652,Amela Summers,PURA200,Online,126,30/04/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
570,Seychelles ,Sub-Saharan Africa,23859,Kelly Andrews,PURA500,Online,185,30/04/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
571,Turkey,Middle East and North Afr,24074,Alma Riley,SUPA103,Retail,147,30/04/2018,SUPA103,Super Soft - 500ml,3.5,6.99
572,Egypt,Middle East and North Afr,23581,William Hale,PURA100,Retail,160,01/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
573,Macedonia,Europe,23369,Ivor Mclaughlin,PURA100,Retail,158,02/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
574,Switzerland,Europe,23683,Harding Blackwell,PURA500,Direct,190,03/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
575,Iceland,Europe,24247,Forrest Maddox,PURA250,Retail,74,03/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
576,Solomon Islands,Australia and Oceania,23295,Shad Delacruz,SUPA101,Retail,45,04/05/2018,SUPA101,Super Soft - Product Sample,0.3,0
577,Comoros,Sub-Saharan Africa,23267,Vance Campos,PURA100,Retail,135,05/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
602,Unknown,Unknown,23520,Alea Long,PURA200,Online,133,05/05/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
603,Egypt,Middle East and North Afr,23698,Uta Rodgers,SUPA105,Retail,86,05/05/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
604,Sri Lanka,Asia,23459,Jordan Gordon,PURA200,Online,121,06/05/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
605,Nicaragua,Central America and the C,23488,Geoffrey Browning,PURA100,Retail,179,06/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
606,Greece,Europe,24000,Sopoline Stout,PURA500,Online,4,06/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
607,Vanuatu,Australia and Oceania,23516,Denton Mcintosh,PURA250,Direct,23,07/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
608,Unknown,Unknown,23963,Mikayla Randall,PURA500,Online,145,08/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
609,Panama,Central America and the C,23302,Isaac Wolf,PURA500,Retail,105,09/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
610,Saudi Arabia,Middle East and North Afr,23367,Roary Dixon,PURA250,Retail,10,09/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
611,Nepal,Asia,23370,Clark Orr,PURA100,Retail,192,10/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
612,Slovakia,Europe,23481,Gray Ortega,SUPA103,Retail,100,11/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
613,Myanmar,Asia,23617,Noelle Rasmussen,PURA500,Retail,23,12/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
614,Unknown,Unknown,23663,Maris Shepherd,PURA100,Retail,99,12/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
615,Dominican Republic,Central America and the C,23270,Wanda Garza,PURA250,Online,157,13/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
616,Antigua and Barbuda ,Central America and the C,23475,Cadman Wilkinson,SUPA102,Online,16,13/05/2018,SUPA102,Super Soft - 250ml,2.5,4.5
617,Barbados,Central America and the C,23516,Denton Mcintosh,PURA250,Retail,114,13/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
618,Unknown,Unknown,23532,Lysandra Hunter,SUPA105,Online,151,13/05/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
619,Zimbabwe,Sub-Saharan Africa,23635,Amela Fowler,PURA200,Direct,28,14/05/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
620,Mongolia,Asia,23319,Sylvester Roy,SUPA103,Online,73,16/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
621,Mozambique,Sub-Saharan Africa,23508,Vera Turner,SUPA103,Online,15,16/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
622,Comoros,Sub-Saharan Africa,23471,Yetta Weaver,PURA100,Online,210,17/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
623,Unknown,Unknown,23634,Hedley Lott,SUPA102,Retail,60,18/05/2018,SUPA102,Super Soft - 250ml,2.5,4.5
624,Unknown,Unknown,24172,Lester Luna,PURA100,Retail,99,18/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
625,Samoa ,Australia and Oceania,23448,Garrett Aguirre,SUPA103,Online,211,19/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
626,Myanmar,Asia,23471,Yetta Weaver,SUPA104,Online,190,19/05/2018,SUPA104,Super Soft - 1 Litre,5,9.99
627,Unknown,Unknown,23281,Adria Kaufman,SUPA102,Online,134,20/05/2018,SUPA102,Super Soft - 250ml,2.5,4.5
628,Luxembourg,Europe,23475,Cadman Wilkinson,PURA100,Direct,114,20/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
629,Liberia,Sub-Saharan Africa,23488,Geoffrey Browning,PURA200,Online,175,20/05/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
630,Finland,Europe,23592,Zane Hopkins,PURA250,Online,4,20/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
631,Jamaica,Central America and the C,23493,Mohammad Mills,PURA100,Online,90,21/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
632,Armenia,Europe,23498,Madeson Baker,SUPA105,Direct,178,21/05/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
633,Unknown,Unknown,23533,Serina Moody,SUPA103,Online,155,21/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
634,Grenada,Central America and the C,23841,Harriet Banks,PURA200,Retail,170,22/05/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
635,Cape Verde,Sub-Saharan Africa,23598,Brock Howell,SUPA105,Direct,146,24/05/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
636,Germany,Europe,23648,Bree Hammond,PURA100,Retail,136,24/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
637,Panama,Central America and the C,23665,Breanna Sweeney,SUPA101,Online,106,24/05/2018,SUPA101,Super Soft - Product Sample,0.3,0
638,Azerbaijan,Middle East and North Afr,23462,Skyler Carson,PURA250,Retail,195,25/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
639,El Salvador,Central America and the C,23527,Brielle Gonzalez,SUPA104,Retail,124,25/05/2018,SUPA104,Super Soft - 1 Litre,5,9.99
640,Burkina Faso,Sub-Saharan Africa,23883,Odysseus Vaughn,SUPA102,Online,7,25/05/2018,SUPA102,Super Soft - 250ml,2.5,4.5
641,Uganda,Sub-Saharan Africa,23319,Sylvester Roy,PURA250,Direct,4,26/05/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
642,Togo,Sub-Saharan Africa,23481,Gray Ortega,PURA500,Direct,200,26/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
643,Eritrea,Sub-Saharan Africa,24033,Byron Briggs,SUPA103,Retail,35,26/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
644,Iraq,Middle East and North Afr,23469,Minerva Mcguire,SUPA104,Retail,193,27/05/2018,SUPA104,Super Soft - 1 Litre,5,9.99
645,Nauru,Australia and Oceania,23526,Jason Hoffman,PURA100,Direct,16,27/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
646,Myanmar,Asia,23687,Leroy Valdez,SUPA105,Retail,188,27/05/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
647,Unknown,Unknown,23848,Harlan Baxter,SUPA104,Retail,62,27/05/2018,SUPA104,Super Soft - 1 Litre,5,9.99
648,Qatar,Middle East and North Afr,24083,Tatyana Burns,SUPA103,Retail,125,27/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
649,Liechtenstein,Europe,23442,Timon Kline,PURA500,Online,95,28/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
650,Belarus,Europe,23468,Maxwell Hoffman,SUPA104,Online,56,28/05/2018,SUPA104,Super Soft - 1 Litre,5,9.99
651,Saudi Arabia,Middle East and North Afr,23668,Jermaine Mcneil,SUPA102,Retail,90,28/05/2018,SUPA102,Super Soft - 250ml,2.5,4.5
652,Madagascar,Sub-Saharan Africa,23270,Wanda Garza,PURA100,Online,147,29/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
653,Germany,Europe,23685,Jennifer Harrington,PURA500,Direct,6,29/05/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
654,Albania,Europe,23752,Celeste Church,PURA100,Online,115,29/05/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
655,Morocco,Middle East and North Afr,23384,Basil Bates,SUPA103,Retail,40,30/05/2018,SUPA103,Super Soft - 500ml,3.5,6.99
656,United Arab Emirates,Middle East and North Afr,23441,Britanni Weeks,SUPA102,Direct,129,31/05/2018,SUPA102,Super Soft - 250ml,2.5,4.5
657,Angola,Sub-Saharan Africa,23561,Cade Alvarado,SUPA104,Online,91,31/05/2018,SUPA104,Super Soft - 1 Litre,5,9.99
658,Burundi,Sub-Saharan Africa,23800,Peter Goodwin,SUPA101,Retail,44,31/05/2018,SUPA101,Super Soft - Product Sample,0.3,0
659,Unknown,Unknown,23267,Vance Campos,PURA100,Online,129,01/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
660,Palau,Australia and Oceania,23322,Arsenio Knowles,SUPA102,Direct,109,01/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
661,Kazakhstan,Asia,23647,Walker Sweeney,SUPA103,Retail,28,01/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
662,Panama,Central America and the C,23774,Bert Grant,PURA100,Online,170,02/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
663,Unknown,Unknown,23341,Noel Key,PURA100,Online,77,03/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
664,Liechtenstein,Europe,23600,Daria Mcneil,SUPA102,Direct,174,03/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
665,Monaco,Europe,23385,Adrian Alvarez,PURA100,Online,50,04/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
666,Unknown,Unknown,23559,Jesse Austin,SUPA103,Retail,76,04/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
667,Slovenia,Europe,23406,Linda Morales,SUPA102,Retail,7,05/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
668,Bhutan,Asia,23543,Celeste Ochoa,SUPA102,Direct,142,05/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
669,Oman,Middle East and North Afr,23959,Buffy Powers,SUPA101,Online,148,05/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
670,Haiti,Central America and the C,23287,Joy Vazquez,PURA100,Online,94,06/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
671,Unknown,Unknown,23360,Barrett Mckinney,SUPA103,Retail,37,06/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
672,Turkey,Middle East and North Afr,23512,Slade Russell,PURA100,Online,154,06/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
673,Ethiopia,Sub-Saharan Africa,23546,Zorita Petty,PURA500,Retail,109,06/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
674,Guatemala,Central America and the C,23566,Lois Compton,PURA500,Retail,95,06/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
675,Bahrain,Middle East and North Afr,23648,Bree Hammond,PURA500,Online,22,06/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
676,Palau,Australia and Oceania,24171,Jessica Skinner,SUPA104,Retail,2,06/06/2018,SUPA104,Super Soft - 1 Litre,5,9.99
677,Mauritius ,Sub-Saharan Africa,23508,Vera Turner,PURA500,Direct,31,07/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
678,Turkey,Middle East and North Afr,23632,Sophia Palmer,PURA100,Retail,18,07/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
